Certified Information Privacy Technologist CIPT,certification
eLearnSecurity Certified Junior Penetration Tester eJPT,certification
eLearnSecurity Certified Professional Penetration Tester eCPPT Gol,certification
eLearnSecurity Web Application Penetration Tester eWP,certification
eLearnSecurity Certified Reverse Engineer eCRE,certification
eLearnSecurity Mobile Application Penetration Tester eMAPT,certification
eLearnSecurity Network Defense Professional eNDP,certification
Cisco Certified Entry Networking Technician(CCENT),certification
Cisco Certified Technicians (CCT),certification
CCNA Routing and Switching,certification
CCDA,certification
CCNA Cloud,certification
CCNA Collaboration,certification
CCNA CyberOps,certification
CCNA Industrial,certification
CCNA Security,certification
CCNA Service Provider,certification
CCNA Wireless,certification
CCNP Routing and Switching,certification
CCDP,certification
CCNP Collaboration,certification
CCNP Data Center,certification
CCNP Security,certification
CCNP Service Provider,certification
CCNP Wireless,certification
Cisco Certified Architect (CCAr),certification
CCIE Routing and Switching,certification
CCDE,certification
CCIE Collaboration,certification
CCIE Data Center,certification
CCIE Security,certification
CCIE Service Provider,certification
CCIE Wireless,certification
Oracle Certified Associate (OCA),certification
Oracle Certified Professional (OCP),certification
Oracle Certified Master (OCM),certification
Oracle Certified Expert (OCE),certification
Oracle Certified Specialist (OCS),certification
Oracle Certified Junior Associate (OJA),certification
Java Foundations Certified Junior Associate,certification
"Oracle Certified Associate, Java SE 8 Programmer",certification
"Oracle Certified Associate, Java SE 7 Programmer",certification
"Oracle Certified Associate, Java SE 5/SE 6",certification
"Oracle Certified Professional, Java SE 8 Programmer",certification
"Oracle Certified Professional, Java SE 8 Programmer (upgrade)",certification
"Oracle Certified Professional, Java SE 8 Programmer (upgrade)",certification
"Oracle Certified Professional, Java SE 7 Programmer",certification
"Oracle Certified Professional, Java SE 7 Programmer(upgrade)",certification
"Oracle Certified Professional, Java SE 6 Programmer",certification
"Oracle Certified Professional, Java SE 6 Programmer (upgrade)",certification
"Oracle Certified Expert, Java EE 6 JavaServer Faces Developer",certification
"Oracle Certified Expert, Java EE 6 Web Component Developer",certification
"Oracle Certified Expert, Java EE 6 Web Services Developer",certification
"Oracle Certified Expert, EE 6 Java Persistence API Developer",certification
"Oracle Certified Expert, Java EE 6 Enterprise JavaBeans Developer",certification
"Oracle Certified Master, Java SE 6 Developer",certification
"Oracle Certified Master, Java SE 6 Developer",certification
"Oracle Certified Master, Java EE 6 Enterprise Architect",certification
"Oracle Certified Master, Java SE 6 Developer",certification
"Oracle Certified Master, Java SE 6 Developer",certification
Oracle Certified Professional Java SE Programmer,certification
Certified Novell Administrator (CNA),certification
Certified Linux Professional 10 (CLP 10),certification
Certified Novell Engineer (CNE),certification
Certified Linux Engineer 10 (CLE 10),certification
Microsoft Certified Partner,certification
Microsoft Certified Professional,certification
Microsoft Technology Associate,certification
Microsoft Certified Solutions Associate (MCSA),certification
Microsoft Certified Solutions Expert (MCSE),certification
Microsoft Certified Solutions Master (MCSM),certification
Microsoft Office Specialist (MOS),certification
Microsoft Certified Trainer (MCT),certification
Microsoft Technology Associate (MTA),certification
MCTS Certification,certification
MCITP Certification,certification
MCPD Certification,certification
MCA Certification,certification
MOS Certification,certification
MCT Certification,certification
MCSE Certification,certification
MTA Certification,certification
MCSA Certification,certification
MCSE Certification,certification
Microsoft Technology Associate MTA,certification
Red Hat Certified System Administrator (RHCSA),certification
Red Hat Certified Engineer (RHCE),certification
Red Hat Certified Architect (RHCA),certification
Red Hat Certified Virtualization Administrator (RHCVA),certification
JBoss Certified Application Administrator (JBCAA),certification
Linux Server Professional (LPIC-1),certification
Linux Essentials,certification
Linux Network Professional (LPIC-2),certification
Linux Enterprise Professional (LPIC-3),certification
Service Routing Certification,certification
Apple certification,certification
Apple Certified Macintosh Technician,certification
Apple Certified Technical Coordinator (ACTC),certification
Apple Certified System Administrator (ACSA),certification
Apple Certified Media Administrator (ACMA),certification
Xsan 2 Administrator,certification
Apple Certified Associate in iWork,certification
Apple Certified Trainer (ACT),certification
Apple Authorized Training Centers (AATCs),certification
Apple Certified Support Professional (ACSP),certification
Apple Certified Technical Coordinator (ACTC),certification
Apple Certified System Administrator (ACSA),certification
Apple Certified Specialist (ACS),certification
Apple Certified Media Administrator (ACMA),certification
Xsan 2 Administrator,certification
Citrix Certified Administrator,certification
Oracle Certified Associate (OCA),certification
Oracle Certified Professional (OCP),certification
Oracle Certified Master (OCM),certification
Oracle Certified Expert (OCE),certification
Oracle Certified Specialist (OCS),certification
Oracle Certified Junior Associate (OJA),certification
Microsoft Certified Professional,certification
Apple Certified Macintosh Technician,certification
ARM Accredited Engineer (AAE),certification
ARM Accredited MCU Engineer (AAME),certification
ARM Accredited Cortex-A Engineer (AACAE),certification
ARM Accredited Cortex-R Engineer (AACRE),certification
AA Windows on ARM Developer (AAWoAD),certification
AA Linux on ARM Developer (AALoAD),certification
AA Android on ARM Developer (AAAoAD),certification
AA Graphics Specialist (AAGS),certification
AA Security Specialist (AASS),certification
ARM Accredited Cortex-M Engineer (AACME),certification
ARM Accredited SoC Developer (AASoCD),certification
ARM Accredited SoC Specialist (AASoCS),certification
IBM Certified Deployment Professional,certification
IBM Certified Solution Designer,certification
IBM Certified Specialist,certification
IBM Certified Administrator,certification
IBM Certified Advanced Developer,certification
IBM Certified Designer,certification
IBM Certified Developer,certification
IBM Certified Solution Expert,certification
IBM Certified Specialist,certification
IBM Certified Advanced Application Developer,certification
IBM Certified Advanced System Administrator,certification
IBM Certified Application Developer,certification
IBM Certified Associate,certification
IBM Certified Solution Advisor,certification
IBM Certified Solution Architect,certification
IBM Certified Solution Developer,certification
IBM Certified Solution Implementer,certification
IBM Certified System Administration,certification
IBM Certified System Administrator,certification
IBM Certified Administrator,certification
IBM Certified Advanced Database Administrator,certification
IBM Certified Application Developer,certification
IBM Certified Associate,certification
IBM Certified Data Architect,certification
IBM Certified Data Engineer,certification
IBM Certified Database Administrator,certification
IBM Certified Database Associate,certification
IBM Certified Designer,certification
IBM Certified Developer,certification
IBM Certified Solution Designer,certification
IBM Certified Solution Developer,certification
IBM Certified Solutions Expert,certification
IBM Certified Specialist,certification
IBM Certified System Administrator,certification
IBS Certified Airline Passenger Services Professional,certification
Lean Six Sigma Green Belt,certification
May 2017 to Present,certification
PMI-PMP,certification
April 2004 to April 2020,certification
PMI-ACP,certification
October 2016 to October 2019,certification
CERTIFICATIONS/LICENSES,certification
"Oracle Certified Professional, Java SE 6 Programmer",certification
December 2015 to Present,certification
Oracle Certified Web Component Developer,certification
December 2015 to Present,certification
CCNA,certification
October 2011 to October 2014,certification
JNCIA,certification
June 2014 to June 2017,certification
B.Sc. BSc BSc. Engineer,education
M.Sc. MSc Computer System and Networking,education
MSc Hons MScHons,education
BEng Hons,education
Engineering in Computer Science,education
BSC BIS,education
Master of Technology IT,education
Bachelor of Engineering Computer,education
BSc Hons in Computing,education
HND in Computing,education
Bachelor Degree in Computer Applications,education
Diploma in Computer Engineer,education
Diploma in Computer Engineering,education
Post Diploma in Computer Engineer,education
Post Diploma in Computer Engineering,education
BSc Hons BScHons,education
Computer Design and Management,education
Bachelors in Electronics & and communication Engineering,education
BSc Hons Computing 2:1,education
BSc Hons 2:1,education
Bachelors of Engineering Honours Electronics & Communications,education
BSC com sci info tech infotech,education
Diploma spatial info systems,education
Diploma spatial information systems,education
Masters in Computer Application,education
Master Degree,education
BSC in Information Technology,education
MSc in Network Security,education
MSC in Computer Security,education
BSc in IT,education
B. S. in Computer Science,education
Associate of applied science AAS in computer applications,education
Associate of applied science AAS in computer electronics,education
Associate of applied science AAS in computer game design,education
Associate of applied science AAS in computer information systems,education
Associate of applied science AAS in electronic engineering,education
Associate of applied science AAS in telecommunications technology,education
Associate of arts,education
AA in computer information systems,education
Associate of arts AA in internetworking technology,education
Associate of biotechnology,education
Associate of science AS in computer information science,education
Associate of science AS in computer science,education
Associate of science AS in electronics engineering technology,education
Bachelor of computer applications,education
Bachelor of computer information systems,education
Bachelor of science in construction technology,education
Bachelor of engineering,education
Bachelor of information systems,education
Bachelor of technology,education
Bachelor of science in business and technology,education
Bachelor of science in computer engineering,education
Bachelor of science in computer science,education
Bachelor of science in engineering science,education
Bachelor of science in engineering technology,education
Bachelor of science in information technology,education
Bachelor of science in information systems,education
Bachelor of science in software engineering,education
Bachelor of science in systems engineering,education
Master of accounting and information systems,education
Master of applied science,education
Master of computer applications,education
Master of computer science,education
Master of communication,education
Master of creative technologies,education
Master of educational technology,education
Master of engineering,education
Master of information systems,education
Master of IT,education
Master of network and communications management,education
Master of network and communication management,education
Master of science,education
Master of science in computing research,education
Master of science in cyber security,education
Master of science in engineering,education
Master of science in information systems,education
Master of science in information technology,education
Master of science in project management,education
Master of science in quality assurance,education
Master of science in risk management,education
Master of technology,education
Doctor Ph. D. PhD of engineering,education
Doctor Ph. D. of science,education
A.A.S. AAS Associate of applied science,education
A.A.T. AAT Associate in applied technology Associate in applied tech. tech technology,education
A.O.T. AOT Associate in occupational technology,education
A.S. AS Associate of science,education
B.E. BE Bachelor of engineering,education
B.Tech. BTech Bachelor in Technology,education
B.E.E. BEE Bachelor of electrical engineering,education
B.S. B.Sc. BSc BS S.B. SB Bachelor of science,education
B.S.C.S. BSCS B.S. in computer science BS in computer science Bachelor of science in computer science,education
B.S.E. BSE B.S. in engineering BS in engineering Bachelor of science in engineering,education
M.C.S. MCS Master of computer science,education
M.E. ME Master of engineering,education
M.S. MS M.Sc. MSc Master of science,education
M.S.C.S. MSCS M.S. in computer science,education
M.Sw.E. MSwE Master of software engineering,education
D.Sc. DSc S.D. SD Sc.D. ScD Doctor of science,education
Ph.D. PhD Doctor of philosophy,education
Master of Science in Computer Science,education
Postgraduate Diploma in Computer Science,education
Bachelor of Science in Computer Science,education
MSc. in Electrical Engineering,education
Masters in Cyber Security,education
M. S. in Physics,education
Associates in Computer Technology,education
M.S. in Computer & Information Sciences,education
BS in Software Engineering in Computer Science,education
Masters of Science in Computer Science,education
B.S. Urban Planning,education
Computer Science,education
Electronics and Computer Technology,education
Bachelor of Engineering in Computer Engineering,education
Bachelor's of Science in Computer Science,education
M.S. in Computer Science,education
B.S. in Financial Mathematics & Financial Engineering,education
M.Sc. in Information Technology,education
Bachelor's in Computer Science,education
Bachelor in Computer Engineering,education
Associates in Computer Science,education
Bachelor of Engineer,education
Associates in Computer Science,education
B.S. in Computer Science,education
Bachelor in Computer Engineering,education
Master of Science in Data Science specialization,education
Bachelor of Technology in Information Technology,education
Ph. D. in Cognitive Psychology,education
Bachelor of Engineering,education
B.E. in Computer Science,education
M.S. in Computer Information Systems,education
Masters of Science in Information Technology,education
E.C.S. in Computer Science,education
University of the Informatic Sciences,education
Fatima Al-Zahraa Secondary School for Girls,education
University of Science and Technology,education
El Camino College,education
University of Washington Bothell,education
Pune University,education
El Camino College,education
University of Illinois at Springfield,education
Fatima Al-Zahraa Secondary School for Girls,education
University of Science and Technology,education
University of Southern California,education
Jawaharlal Nehru Technological University,education
UCLA,education
University of Houston,education
Chaitanya Bharathi Institute of Technology,education
The University of Houston Clear Lake,education
Chaitanya Bharathi Institute of Technology,education
University of Texas,education
DeVry University,education
George Mason University,education
University of Mumbai,education
Florida International University,education
Cal State University Northridge,education
University of Oregon,education
Kent State University,education
Purdue University,education
Valparaiso University,education
Valparaiso University,education
Poznan University of Technology,education
The University of Texas at El Paso,education
Maharishi University of Management,education
Maharishi University of Management,education
Remington College Little Rock Campus,education
University of Central Arkansas,education
"Bachelor in Computer Engineering, IOE, Pulchowk Campus: Pulchowk, Lalitpur",education
"High School - Khwopa Higher Secondary School: Dekocha, Bhaktapur",education
"School Leaving Certificate - Holy Garden English Secondary School: Byasi, Bhaktapur",education
SLC with 89% marks from HSEB in year 2067,education
+2 with 79% marks from National School of Sciences in year 2070,education
Tribhuvan University: Class of 2013,education
Degree: Computer Engineering,education
B.E. (Computer),education
"Pulchowk Campus, Institue of Engineering",education
+2 (Science),education
V. S. Niketan Higher Secondary School,education
SLC,education
Mount Everest Higher Secondary School,education
Bachelor of Engineering in Computer Engineering,education
"Tribhuvan University, Institute of Engineering, Pulchowk Campus, Lalitpur, Nepal",education
"10+2, Science",education
"St. Xavier’s College, Kathmandu, Nepal",education
School Leaving Certificate,education
"Private Paradise Secondary School, Sindhupalchok, Nepal",education
"SLC: AVM High School, Manbhawan (88%)",education
"+2: St. Xavier’s College, Maitighar (83%)",education
"Bachelor: Institute Of Engineering, Pulchowk",education
BACHELOR:,education
QUALIFICATIONS: Bachelor in Computer Engineering,education
UNIVERSITY: Tribhuwan University,education
COLLEGE NAME: IOE Pulchowk Campus,education
COLLEGE:,education
QUALIFICATIONS: +2 in Science,education
COLLEGE NAME: St. Xavier’s College,education
COMPLETED IN YEAR: 2013,education
SCHOOL:,education
SCHOOL NAME: Graded English Medium School,education
COMPLETED IN YEAR: 2010,education
"Bachelor Degree in Computer Engineering from Institute of Engineering, Pulchowk Campus under Tribhuwan University",education
"Completed +2 from White Gold International, Kathmandu (HSEB) in the year 2013 in Science stream by scoring 84.5% on aggregate",education
Completed secondary Education (SLC Board) From Learning Realm International School (LRI) in the year of 2011 by scoring 91%,education
QUALIFICATIONS: Bachelors in Computer Engineering,education
UNIVERSITY: Tribhuwan University (TU),education
"COLLEGE NAME: Pulchowk Campus, IOE",education
INTERMEDIATE (SCIENCE):  2011—2013,education
COLLEGE NAME: Caspian Valley College,education
"ADDRESS: Kumaripati, Lalitpur",education
GRADE: Distinction (76.2%),education
SCHOOL (SLC): 2011,education
SCHOOL NAME: Paribodh Boarding High School,education
"ADDRESS: Dhobighat, Lalitpur",education
GRADE: Distinction (81.375%),education
"Bachelors in Computer Engineering, Central Campus Pulchowk (IOE), TU, Lalitpur",education
2013-Present,education
"HSEB – St. Xavier’s College, Maitighar",education
2011-2013,education
"Bachelor's in Computer Engineering — Pulchowk Campus (IOE), TU, Lalitpur [2013 - present]",education
"HSEB — St. Lawrence College, Chabahil [2011-2013]",education
"SLC — Tri-Jyoti Higher Secondary School, Budhanilkantha-14 [2011]",education
Bachelor of Computer Engineering,education
Pulchowk Engineering College,education
Lalitpur,education
+2-level (Intermediate level): 2011-2012,education
Shikshadeep Higher Secondary School,education
"Biratnagar, Morang",education
Percentage: 78.2%,education
SLC (Lower Secondary Level): at 2010,education
Namuna Vidya Mandir,education
"Biratnagar, Morang",education
Percentage:  84.25%,education
2011 SLC Mount Everest Higher Secondary School 90.13%,education
2013 +2 (Science) SOS Hermann Gmeiner H S School 85.80%,education
"BE Computer Institute of Engineering, Central Campus 76.6%",education
"Bachelor's in Computer Engineering — Pulchowk Engineering Campus (IOE), TU, Lalitpur [2013—Present]",education
"+2 Science Programme (HSEB) — Arniko Higher Secondary School, Biratnagar, Morang, Nepal [2011—2013]",education
"SLC — Azalea Secondary Boarding School, Biratnagar, Morang, Nepal [2011]",education
SLC Nepal Government Ujjwal Shishu Niketan 2010 90%,education
+2 HSEB Kathmandu Bernhardt College 2012 80%,education
Bachelor in Computer Engineering IOE Pulchowk Campus,education
"Bal Viddhya Mandir Secondary School, Bhaktapur",education
2011 AD | S.L.C (Nepal Government),education
"NASA International HSS/College, Gairigaun, Kathmandu",education
2013 AD | +2 Science (HSEB),education
"IOE Central Campus, Pulchowk",education
B.E. Computer (TU-IOE),education
Kavre English Higher Secondary School,education
2011 AD| S.L.C,education
Caspian Valley HSS,education
2013 AD| +2 Science (HSEB),education
IOE Central Campus Pulchowk,education
2017 AD | B.E. (Computer),education
Motherland Higher Secondary English Boarding School,education
2011 AD | S.L.C,education
St. Xavier’s College,education
2013 AD | +2 Science (HSEB),education
"Central Campus, Pulchowk",education
B.E. (Computer),education
River Valley English Higher Secondary School,education
2067 BS | S.L.C,education
White House HSS,education
2070 BS | +2 Science (HSEB),education
IOE Central Campus Pulchowk,education
2074 BS B.E. (Computer),education
"B.E Computer Engineering, Pulchowk Campus, Lalitpur (2013-Running)",education
"Khwopa Higher Secondary School, Bhaktapur, Percentage: 79.5%",education
"Lisha Secondary School, Libali-2, Bhaktapur, Percentage: 85.85%",education
S.L.C Prabhat English Higher Secondary School 2011 88.0%,education
H.S.E.B (Science) Khwopa Higher Secondary School 2013 82.40%,education
"B.E (Computer) Institute of Engineering, Central Campus",education
"Bachelor’s in Computer Engineering — IoE, Central Campus Pulchowk, Lalitpur [2013-Present]",education
"+2 — Trinity International College, Dillibazar, Kathmandu [2011-2013]",education
"SLC — Miniland English Secondary School, Birgunj [2011]",education
1998 — 2011 SLC Jaljala Secondary School 89.25%,education
2011 — 2013 +2 (Science) Glacier International College 83.90%,education
"2013 — Present B.E. (Computer) Pulchowk Campus, Institue of Engineering 81.48%",education
BACHELOR:,education
QUALIFICATIONS: Bachelors in Computer Engineering,education
UNIVERSITY: Tribhuwan University,education
"COLLEGE NAME: Pulchowk Campus, IOE",education
INTERMEDIATE (SCIENCE): 2066— 2068,education
COLLEGE NAME: United Academy,education
SLC: 2066,education
"SCHOOL NAME: Little Angels' School, Hattiban",education
SLC 2011 Newton Children’s Academy 88.25%,education
+2 (Science) 2011-2013 St. Xavier’s College 85.7%,education
"B.E. (Computer) 2013-Present Pulchowk Campus, IOE 78.78%",education
B.E IN COMPUTER ENGINEERING,education
"PULCHOWK ENGINEERING COLLEGE, PULCHOWK LALITPUR",education
HIGH SCHOOL: 2013,education
"ST. XAVIER’S COLLEGE, MAITIGHAR, KATHMANDU",education
"IOE, Central Campus Pulchowk, Kathmandu, Nepal",education
September 2013 – present,education
Bachelor in Computer Engineering (BCT),education
"Himalayan WhiteHouse International College, Kathmandu, Nepal  July 2011 – August 2013",education
Higher Secondary Education Board (Science) (Percentage 79%),education
"Jagannath Higher Secondary School, Ramnagar-1, Bhumahi, Nawalparasi, Nepal April 2011",education
School Leaving Certificate (SLC) (Percentage 84.13%),education
"IOE Central Campus, Pulchowk",education
Bachelor in Computer Engineering,education
Prerana Higher Secondary School,education
High School 83.2% 2013,education
Polar Star English Boarding School,education
School Leaving Certificate 87.325% 2010,education
BACHELOR,education
QUALIFICATIONS: Bachelors in Computer Engineering,education
UNIVERSITY: Tribhuwan University,education
"COLLEGE NAME: Pulchowk Campus, IOE",education
INTERMEDIATE (SCIENCE): 2011—2013,education
COLLEGE NAME: South Western State College,education
SLC: 2011,education
SCHOOL NAME: Clinton International Public School,education
SLC,education
Occidental Public School +2,education
Kathmandu Model College,education
Bachelors In Computer Engineering,education
"IOE, Pulchowk Campus",education
Bachelor of Technology in Electronics and Communication,education
University College of Engineering,education
CBSE,education
"Nirmala Public School - Muvattupuzha, Kerala",education
"St Mary's School - Gujarat, IN",education
Master of Science in Information Systems,education
Drexel University,education
PBachelor of Science in Computer Science,education
The Pennsylvania State University,education
"University Park, PA",education
"2002hiladelphia, PA",education
Master of Science in Computer Science,education
"Maharishi University of Management - Fairfield, IA",education
Bachelor's in Computer Engineering,education
Cosmos College of Management & Technology,education
Hostel Management System,education
Cosmos College of Management & Technology,education
Library Management System,education
Maharishi University of Management,education
Bachelor of Science in Computer Science in Computer Science,education
"University of Massachusetts Dartmouth - Dartmouth, MA",education
Associate of Science in Computer Science in Computer Science,education
Bristol Community College,education
BS working on in CS,education
"UC Berkeley - Berkeley, CA",education
M in Information Systems,education
"cen - Mt Pleasant M, PA",education
2016 to 2017,education
Master's in Information Systems,education
"ce - Mount Pleasant, MI",education
2016 to 2017,education
Digital Technology & Culture,education
Washington State University,education
2010 to Present,education
EDUCATION,education
B.S. in Computer Science in Computer Science,education
"University of Massachusetts Lowell - Lowell, MA",education
B.S in Information Technology,education
"Kaplan University-Maine Campus - Orlando, FL",education
2014 to Present,education
Bachelor of Science in Electrical Engineering,education
San Diego State University,education
EDUCATION,education
Master of Science in Statistics in Economics,education
Iowa State University,education
BA in Communications,education
Texas Christian University,education
Digital Technology & Culture,education
Washington State University,education
2010 to Present,education
Bachelor of Business Administration in Computer Science,education
"Campbell University - Buies Creek, NC",education
Leadership Development Program,education
"Fuqua School of Business, Duke University",education
B.S. in Computer Information Systems in Computer Information Systems,education
"DeVry University - Decatur, GA 1997",education
B.A. in Liberal Arts and Science,education
Virginia Polytechnic and State University,education
EDUCATION,education
Master of Science in Mathematics,education
"North Carolina State University - Raleigh, NC",education
Bachelor of Arts in Mathematics and Applied Mathematics,education
"New College of Florida - Sarasota, FL",education
EDUCATION,education
Associate of Science in Electronics,education
"Ohlone College - Fremont, CA",education
EDUCATION,education
Certificate,education
"Spencer Business and Technical Institute - Schenectady, NY",education
1997 to 1998,education
EDUCATION,education
Bachelor of Science in Computer Science,education
"University of Arkansas at Little Rock - Little Rock, AR",education
2012 to 2016,education
"University of Salamanca - Salamanca, ES",education
EDUCATION,education
MS Computer Science in Computer Science,education
University of New Hampshire,education
BS in Mathematics/Computer Science,education
University of New Hampshire,education
EDUCATION,education
Masters in Electrical Engineering in Electrical Engineering,education
University of Washington,education
2016 to Present,education
B.S. in Mathematics,education
University of Arizona,education
2012 to 2015,education
EDUCATION,education
Bachelors of Science in Computer Science in Computer Science,education
"University of Kentucky - Lexington, KY",education
2012 to 2016,education
Associate of Science,education
"Bluegrass Community & Technical College - Lexington, KY",education
2010 to 2012,education
BS in Computer Science,education
"Rochester Institute of Technology - Rochester, NY",education
September 2003 to May 2008,education
Master of Science in Management Information System,education
"University of Houston - Houston, TX",education
Diploma in Innovation and Corporate Entrepreneurship,education
"Symbiosis Institute of Business Management - Pune, Maharashtra",education
June 2014 to May 2015,education
Bachelor of Engineering in Computer Engineering,education
"University of Pune - Pune, Maharashtra",education
August 2011 to May 2014,education
M. S. in Computer Science,education
Kyushu University,education
B. S. in Physics,education
Kyushu University,education
B.A in Accounting,education
Western Governor's University,education
August 2014 to Present,education
A.S degree in Business,education
"Fort Valley State University - Fort Valley, GA",education
September 1995 to June 1997,education
Master's in Computer Science and Engineering in Computer Science and Engineering,education
Santa Clara University,education
Bachelor's in Computer of Engineering in Web Architecture,education
M.I.T College of Engineering,education
BS in Mathematics,education
Purdue University,education
1983Novell Networking,education
"Computer Learning Center - Garland, TX",education
Certified Music Engineer,education
"Phil York School Music Recording - Irving, TX",education
L.V. Berkner High School,education
Bachelors in Computer Science,education
"Carthage College - Kenosha, WI",education
High School Diploma in Entrepreneurial Science,education
"Mukwonago High School - Mukwonago, WI",education
Minor in Entrepreneurial Sciences,education
"Carthage College - Kenosha, W",education
Master of Science in Computer Science in distance education,education
"Maharishi University of Management - Fairfield, IA",education
October 2016 to June 2019,education
Bachelor of Science in Computer Engineering in Software Engineering,education
"Advanced College of Engineering & Management - Kathmandu, Nepal",education
November 2008 to December 2012,education
B.A. in Business Computer Systems,education
New Mexico State University,education
Bachelor of Technology in Computer Science,education
Global Institute,education
Diploma in Computer Science,education
Government Polytechnic College,education
MBA,education
"Leavey School of Business, Santa Clara University, Santa Clara, CA",education
MS,education
"University of Texas - El Paso, TX",education
Bachelor of Science in Physics in Astronomy,education
"Louisiana State University - Baton Rouge, LA",education
Project Management,education
"THE GEORGE WASHINGTON UNIVERSITY, School of Business - Washington, DC",education
Communications Strategies,education
"UNIVERSIDAD PONTIFICIA BOLIVARIANA, School of Engineering",education
Bachelors in Computer Science Engineering,education
Jawaharlal Nehru Technological University,education
BA in Computer Science,education
"Queens College of the City University of New York - Flushing, NY",education
Literature and Computer Science,education
"Massachusetts Institute of Technology - Cambridge, MA",education
Bachelor of Science in Computer Engineering in Computer Engineering,education
San Jose State University,education
Bachelor of Science in Biochemistry,education
San Jose State University,education
BSc in Computer Science,education
Queen Mary University of London,education
2012 to 2015,education
Master of Pharmacy in Pharmacy,education
UCL School of Pharmacy,education
2005 to 2007,education
Bachelor of Science in Computer Engineering in Computer Engineering,education
"Rochester Institute of Technology - Rochester, NY",education
"C, C++, Java, Python, Shell Scripting, XML, Version Control, Word, Windows, Unix",skill
MAC OS,skill
Android Development Suite,skill
"Java, XML, Version Control, C#, SQL",skill
"Irrlicht Game Engine, Blender, C++, Excel",skill
"AngularJS Ionic, JavaScript, Jquery, AJAX, HTML, XML, CSS",skill
PHP CodeIgniter Drupal,skill
Java Spring Hibernate JDBC,skill
