"Lisha Secondary School, Libali-2, Bhaktapur, Percentage: 85.85%",education,
S.L.C Prabhat English Higher Secondary School 2011 88.0%,education,
H.S.E.B (Science) Khwopa Higher Secondary School 2013 82.40%,education,
"B.E (Computer) Institute of Engineering, Central Campus",education,
"Bachelor’s in Computer Engineering - IoE, Central Campus Pulchowk, Lalitpur [2013-Present]",education,
"+2 - Trinity International College, Dillibazar, Kathmandu [2011-2013]",education,
"SLC - Miniland English Secondary School, Birgunj [2011]",education,
1998 - 2011 SLC Jaljala Secondary School 89.25%,education,
2011 - 2013 +2 (Science) Glacier International College 83.90%,education,
"2013 - Present B.E. (Computer) Pulchowk Campus, Institue of Engineering 81.48%",education,
BACHELOR:,education,
QUALIFICATIONS: Bachelors in Computer Engineering,education,
UNIVERSITY: Tribhuwan University,education,
"COLLEGE NAME: Pulchowk Campus, IOE",education,
INTERMEDIATE (SCIENCE): 2066- 2068,education,
COLLEGE NAME: United Academy,education,
SLC: 2066,education,
"SCHOOL NAME: Little Angels' School, Hattiban",education,
SLC 2011 Newton Children’s Academy 88.25%,education,
+2 (Science) 2011-2013 St. Xavier-s College 85.7%,education,
"B.E. (Computer) 2013-Present Pulchowk Campus, IOE 78.78%",education,
B.E IN COMPUTER ENGINEERING,education,
"PULCHOWK ENGINEERING COLLEGE, PULCHOWK LALITPUR",education,
HIGH SCHOOL: 2013,education,
"ST. XAVIER-S COLLEGE, MAITIGHAR, KATHMANDU",education,
"IOE, Central Campus Pulchowk, Kathmandu, Nepal",education,
September 2013 - present,education,
Bachelor in Computer Engineering (BCT),education,
"Himalayan WhiteHouse International College, Kathmandu, Nepal  July 2011 - August 2013",education,
Higher Secondary Education Board (Science) (Percentage 79%),education,
"Jagannath Higher Secondary School, Ramnagar-1, Bhumahi, Nawalparasi, Nepal April 2011",education,
School Leaving Certificate (SLC) (Percentage 84.13%),education,
"IOE Central Campus, Pulchowk",education,
Bachelor in Computer Engineering,education,
Prerana Higher Secondary School,education,
High School 83.2% 2013,education,
Polar Star English Boarding School,education,
School Leaving Certificate 87.325% 2010,education,
BACHELOR,education,
QUALIFICATIONS: Bachelors in Computer Engineering,education,
UNIVERSITY: Tribhuwan University,education,
"COLLEGE NAME: Pulchowk Campus, IOE",education,
INTERMEDIATE (SCIENCE): 2011-2013,education,
COLLEGE NAME: South Western State College,education,
SLC: 2011,education,
SCHOOL NAME: Clinton International Public School,education,
SLC,education,
Occidental Public School +2,education,
Kathmandu Model College,education,
Bachelors In Computer Engineering,education,
"IOE, Pulchowk Campus",education,
Programmed foundational database to manage teams and players,workExperience,
Programmed input device configuration,workExperience,
Software Engineer,workExperience,
Software Developer,workExperience,
Intern Internship,workExperience,
Volunteer,workExperience,
Internship,workExperience,
Extern Externship,workExperience,
Implemented the user-manager authentication,workExperience,
user management and warehouse management modules,workExperience,
Having 4 Years 6 Months of experience in IT,workExperience,
Experience in ERP Development,workExperience,
Experience in Analysis Design,workExperience,
Development and Testing,workExperience,
Experience in Unit Testing and Documentation of the Test Results,workExperience,
ARSC Research Projects Assistant,workExperience,
Corporate senior IT executive,workExperience,
More than 10 years as a developer,workExperience,
Seven years working at Kung Fu Factory on a myriad of projects,workExperience,
LabVIEW Developer Application Engineer,workExperience,
Tools programmer,workExperience,
Web Master,workExperience,
Web Developer,workExperience,
Student Worker,workExperience,
Worked as ASP.Net Programmer using C# and MVC4,workExperience,
Corporate,workExperience,
senior IT executive,workExperience,
Computer Skills Instructor,workExperience,
Prototyped unreleased AR game with the HoloLens,workExperience,
Prototyped games using the Famo.us open source rendering engine,workExperience,
Created character controllers and gameplay mechanics,workExperience,
Developed tools for designers,workExperience,
Developed a released character generator for PC,workExperience,
Developed frontend UI architecture,workExperience,
Created data structures to support large amounts of character data and story,workExperience,
worked as a Software Developer in Cybage Software Pvt. Ltd. for a year,workExperience,
Developed quality T-SQL code using HighJump software for the British Telecommunications Warehouse management system,workExperience,
Utilized UML language to design various class diagrams and sequence diagrams to capture the targeted design in detailed designed document,workExperience,
University Professor,workExperience,
Computer Network Administrator,workExperience,
General Manager of Project,workExperience,
System Analyst and Software Developer,workExperience,
Over twelve years of experience as a professional engineer,workExperience,
Software Engineer,workExperience,
Consultant,workExperience,
Software Architect,workExperience,
Project Lead,workExperience,
Software Engineer Senior,workExperience,
Systems Technician,workExperience,
system technician,workExperience,
system's technician,workExperience,
Web Developer,workExperience,
Web Programmer,workExperience,
Senior Programmer with 14+ years' experience in software design,workExperience,
development and testing using ASP.Net,workExperience,
VB.NET,workExperience,
8+ years of experience in developing Web programming using C# Object oriented (OOPS) design and development,workExperience,
database programming,workExperience,
ASP,workExperience,
HTML,workExperience,
CSS,workExperience,
SQL Server 2008 2005 2000 7.0 Oracle,workExperience,
Oracle Reports and Forms,workExperience,
Access,workExperience,
Visual Source Safe,workExperience,
Team Foundation Server,workExperience,
Experience with ASP.NET,workExperience,
ADO.NET,workExperience,
AJAX,workExperience,
CSS,workExperience,
HTML JavaScript,workExperience,
XML,workExperience,
JSON,workExperience,
Extensive experience with SQL Server 2008 2005 2000 7.0 related to back end development of web and window applications,workExperience,
USG Contractor,workExperience,
Programmer,workExperience,
Solutions Engineer,workExperience,
Contractor,workExperience,
Senior Programmer,workExperience,
Senior Developer,workExperience,
Senior Programmer,workExperience,
Director of Programming,workExperience,
Application Developer,workExperience,
Team Lead,workExperience,
Programmer,workExperience,
Systems Manager,workExperience,
systems Programmer,workExperience,
Having 6.2 years of experience in embedded software development,workExperience,
Experience in development support and testing of QNX based applications in C and C++,workExperience,
Open Source Programmer,workExperience,
Commissioning Specialist,workExperience,
Automated Systems Programmer,workExperience,
Software Engineer with 4 years of professional experience in the full software development lifecycle as a C programmer working in a UNIX environment for Hewlett Packard Enterprise,workExperience,
Computer Mentor,workExperience,
Analyst Programmer,workExperience,
Software Engineer,workExperience,
Database Administrator,workExperience,
Customer Service Representative,workExperience,
Externship,workExperience,
VB6/VB.NET/ASP.NET developers with 2+ years commercial experience,workExperience,
4 -5 Years of SAP CLM Experience,workExperience,
I.T. experience in a service environment,workExperience,
supporting applications software,workExperience,
IT experience in a service environment,workExperience,
supporting applications software,workExperience,
Programming experience in Perl,workExperience,
Python,workExperience,
Ruby,workExperience,
Shell Scripting,workExperience,
C#,workExperience,
JAVA,workExperience,
Experience with VB6 windows application development,workExperience,
experience of FEA and/or composite materials,workExperience,
Experience in developing Java applications using Spring or Struts and JSP,workExperience,
experience with complete home automation,workExperience,
multiroom installation,workExperience,
Experience in developing applications using Microsoft .Net,workExperience,
Experience using automated testing harnesses Junit,workExperience,
SoapUI,workExperience,
Selenium,workExperience,
have 3+ years commercial design experience,workExperience,
Experience in developing for Windows 2K / XP / 2003 / Vista using C++ and C#,workExperience,
trainer,workExperience,
teacher,workExperience,
trainer,workExperience,
teacher,workExperience,
tutor,workExperience,
tutor,workExperience,
CCNA Trainer,workExperience,
java trainer,workExperience,
CCNA Trainer,workExperience,
java trainer,workExperience,
4 years of commercial web software development experience,experience of Java,workExperience
a programmer with 2  two years OOD N-Tier development experience with the .NET platform,workExperience,
Experience with C# or ASP.Net,workExperience,
Test Analyst,workExperience,
QA Tester,workExperience,
experience in developing software in a commercial software development environment,workExperience,
developer,workExperience,
programmer,workExperience,
experience with interface design,workExperience,
jsp,workExperience,
java web developer,workExperience,
System Admin,workExperience,
System Administrator,workExperience,
Experience in local area networking and Unix,workExperience,
IT Trainer MCSE Trainer MCSE Tutor,workExperience,
1 year solid .NET experience,workExperience,
Junior Web Developer with experience of PHP,workExperience,
developer,workExperience,
programmer,workExperience,
iphone asp developer iOS apps developer,workExperience,
php trainer php programmer,workExperience,
Lecturer,workExperience,
system engineer,workExperience,
teacher,workExperience,
trainer,workExperience,
Software Developer,workExperience,
Apps Developer,workExperience,
2 years Front End Development experience,workExperience,
.net trainer,workExperience,
trainer,workExperience,
teacher,workExperience,
lecturer,workExperience,
Database Administrator DBA,workExperience,
Network Administrator,workExperience,
commercial experience in e-commerce development using Microsoft technologies,workExperience,
three years experience of Web development within a UNIX environment and of Python Plone development work,workExperience,
Experience of financial modelling and of working on large-scale commercial software projects,workExperience,
Dotnet Programmer,workExperience,
Java web developer,workExperience,
Application analyst,workExperience,
computer operator,workExperience,
computer repair technician,workExperience,
computer scientist,workExperience,
computer analyst,workExperience,
data entry clerk,workExperience,
database administrator,workExperience,
data analyst,workExperience,
data scientist,workExperience,
network analyst,workExperience,
network administrator,workExperience,
programmer,workExperience,
security engineer,workExperience,
software design,workExperience,
software analyst,workExperience,
software quality analyst,workExperience,
system administrator,workExperience,
web developer,workExperience,
ASP developer,workExperience,
ASP programmer,workExperience,
Action script programmer,workExperience,
adobe photoshop illustrator,workExperience,
CSS programmer,workExperience,
desktop technician,workExperience,
cisco engineer,workExperience,
computer artist,workExperience,
computer game designer,workExperience,
computer graphics designer,workExperience,
computer information manager,workExperience,
computer information technician,workExperience,
computer systems manager,workExperience,
computer system manager,workExperience,
data analyst,workExperience,
data communication analyst,workExperience,
data communications analyst,workExperience,
data communications technician,workExperience,
data communication technician,workExperience,
data management analyst,workExperience,
data modeler,workExperience,
data technician,workExperience,
database developer,workExperience,
database programmer,workExperience,
digital artist,workExperience,
game designer,workExperience,
game technician,workExperience,
HTML developer,workExperience,
HTML programmer,workExperience,
HVAC systems technician,workExperience,
HVAC system technician,workExperience,
technical analyst,workExperience,
EDI coordinator,workExperience,
Information technology manager,workExperience,
IT manager,workExperience,
IT analyst,workExperience,
IT coordinator,workExperience,
IT technician,workExperience,
Information architect,workExperience,
Internet solutions developer,workExperience,
Internet solution developer,workExperience,
javascript developer,workExperience,
LAN administrator,workExperience,
linux programmer,workExperience,
mastercam programmer,workExperience,
microsoft access database specialist,workExperience,
MS access database specialist,workExperience,
desktop support specialist,workExperience,
NOC technician,workExperience,
networking manager,workExperience,
networking technician,workExperience,
network manager,workExperience,
network technician,workExperience,
oracle database administrator,workExperience,
oracle database specialist,workExperience,
PC network administrator,workExperience,
PHP developer,workExperience,
PHP programmer,workExperience,
peoplesoft developer,workExperience,
perl developer,workExperience,
personal computer support technician,workExperience,
PC support technician,workExperience,
SAP analyst,workExperience,
SAP solution architect,workExperience,
SQL developer,workExperience,
SQL programmer,workExperience,
senior java programmer,workExperience,
junior java programmer,workExperience,
senior oracle developer,workExperience,
senior web developer,workExperience,
server technology manager,workExperience,
systems analyst,workExperience,
system analyst,workExperience,
technical analyst,workExperience,
technical assistant,workExperience,
technical development manager,workExperience,
technical manager,workExperience,
technical service support manager,workExperience,
technical support manager,workExperience,
technology manager,workExperience,
telecommunications specialist,workExperience,
telecommunication specialist,workExperience,
unix administration,workExperience,
video game programmer,workExperience,
web administrator,workExperience,
web coordinator,workExperience,
web security specialist,workExperience,
web specialist,workExperience,
website administrator,workExperience,
website coder,workExperience,
wireless communications technician,workExperience,
wireless communication technician,workExperience,
Application developer,workExperience,
application support analyst,workExperience,
application engineer,workExperience,
applications engineer,workExperience,
associate developer,workExperience,
chief technology officer CTO,workExperience,
chief information officer CIO,workExperience,
computer and information systems manager,workExperience,
Computer Systems Manager,workExperience,
Customer Support Administrator,workExperience,
Customer Support Specialist,workExperience,
Data Center Support Specialist,workExperience,
Data Quality Manager,workExperience,
database administrator,workExperience,
Desktop Support Manager,workExperience,
Desktop Support Specialist,workExperience,
developer,workExperience,
Director of Technology,workExperience,
front end developer,workExperience,
help desk specialist,workExperience,
Help Desk Technician,workExperience,
Information Technology Coordinator,workExperience,
Information Technology Director,workExperience,
Information Technology Manager,workExperience,
IT Support Manager,workExperience,
IT Support Specialist,workExperience,
IT Systems Administrator,workExperience,
Java Developer,workExperience,
Junior Software Engineer,workExperience,
Management Information Systems Director,workExperience,
.NET Developer,workExperience,
Network Architect,workExperience,
Network Engineer,workExperience,
Network Systems Administrator,workExperience,
programmer,workExperience,
Programmer Analyst,workExperience,
Security Specialist,workExperience,
Senior Applications Engineer,workExperience,
Senior Database Administrator,workExperience,
Senior Network Architect,workExperience,
Senior Network Engineer,workExperience,
Senior Network System Administrator,workExperience,
Senior Programmer,workExperience,
Senior Programmer Analyst,workExperience,
Senior Security Specialist,workExperience,
Senior Software Engineer,workExperience,
Senior Support Specialist,workExperience,
Senior System Administrator,workExperience,
Senior System Analyst,workExperience,
Senior System Architect,workExperience,
Senior System Designer,workExperience,
Senior Systems Analyst,workExperience,
Senior Systems Software Engineer,workExperience,
Senior Web Administrator,workExperience,
Senior Web Developer,workExperience,
Software Architect,workExperience,
software developer,workExperience,
Software Engineer,workExperience,
Software Quality Assurance Analyst,workExperience,
support specialist,workExperience,
Systems Administrator,workExperience,
systems analyst,workExperience,
System Architect,workExperience,
Systems Designer,workExperience,
Systems Software Engineer,workExperience,
Technical Operations Officer,workExperience,
Technical Support Engineer,workExperience,
technical support specialist,workExperience,
Technical Specialist,workExperience,
Telecommunications Specialist,workExperience,
Web Administrator,workExperience,
web developer,workExperience,
webmaster,workExperience,
Freelancer,workExperience,
experience of Web Development,workExperience,
Internship on Wireless Service Directorate at Nepal Telecom,workExperience,
"Experience in developing Desktop applications such as Hotel Management System, 2D drawing program, 3D-Graphic Implementation in Java, online MCQ exam",workExperience,
Internship: E&T- TU Collaboration Project 2016,workExperience,
Project Title:- Source Code Generation From Operation,workExperience,
Duration: Five Months,workExperience,
Worked as a Volunteer in LOCUS,workExperience,
Experience in developing and designing web application using Python and Django,workExperience,
Worked as Django Developer in a CRM project for Kicker Intel,workExperience,
Worked as Django Developer for Prixa Technology,workExperience,
Technical Consultant,workExperience,
Event Coordinator,workExperience,
Software Coordinator,workExperience,
Technical Consultant,workExperience,
Technical Consultant,workExperience,
Microsoft Student Partner,workExperience,
Worked on a Stock Market prediction sytem,workExperience,
Microsoft Student Partner 2016 (MSP16),workExperience,
"Provided Networking, Hardware and Microsoft office package training to the Section Officer of government of Nepal for six months at Nepal Administrative Staff College, Jawlakhel, Lalitpur",workExperience,
"Internship at E&T Company, Nepal (2016)",workExperience,
Internship on Wireless Service Directorate at Nepal Telecom (2016),workExperience,
Internship at LIS Nepal (2017 - Present),workExperience,
Intern at E&T Nepal Pvt. Ltd for minor project (June 2016 - August 2016),workExperience,
Two weeks Intership in Wireless Service Directorate in Nepal Telecom (2016),workExperience,
"Three months internship in UNICEF’s project ‘RapidPro’ from 12 January, 2015 to 12 April, 2015",workExperience,
Experience in designing and developing SQL databases and web applications using Python & PHP,workExperience,
RapidPro Developer,workExperience,
C,skill,
C++,skill,
Java,skill,
Python,skill,
Shell Scripting,skill,
XML,skill,
Version Control,skill,
Word,skill,
Windows,skill,
Unix,skill,
MAC OS,skill,
Android Development Suite,skill,
Java,skill,
XML,skill,
Version Control,skill,
C#,skill,
SQL,skill,
Irrlicht Game Engine,skill,
Blender,skill,
C++,skill,
Excel,skill,
AngularJS Ionic,skill,
JavaScript,skill,
Jquery,skill,
AJAX,skill,
HTML,skill,
XML,skill,
CSS,skill,
PHP CodeIgniter Drupal,skill,
Java Spring Hibernate JDBC,skill,
C# ASP.NET,skill,
REST API,skill,
Node.JS Express,skill,
MySQL,skill,
SQL Server Tools: Visual Studio,skill,
Chef,skill,
Eclipse,skill,
IntelliJ,skill,
Git,skill,
ORACLE SQL oracle SQL,skill,
PL SQL,skill,
Strong,skill,
Skills in ETL Tool QuickRec CITI Tool,skill,
Strong skills in Unix Basic Commands and Shell scripts,skill,
Oracle 9i,skill,
PL SQL TOAD,skill,
PL SQL Developer,skill,
SQL*Plus,skill,
UNIX Basic Commands and Shell Scripting,skill,
Tectia,skill,
ORACLE SQL,skill,
ORACLE SQL,skill,
PL SQL ETL DMW,skill,
QuickRec Reconciliation,skill,
Recon Portal,skill,
Microsoft Windows,skill,
Unix shell,skill,
bash,skill,
perl,skill,
python,skill,
java,skill,
swift,skill,
C#,skill,
Assembly,skill,
C++,skill,
C#,skill,
Visual C#,skill,
ORACLE,skill,
VHDL,skill,
Java,skill,
Javascript,skill,
XHTML,skill,
CSS,skill,
Web Application And ASP.NET,skill,
DHTML,skill,
HTML5,skill,
Eclipse,skill,
Adobe Illustrator,skill,
Design Programs Photoshop,skill,
Microsoft Word,skill,
Microsoft Excel,skill,
Microsoft Access,skill,
Microsoft PowerPoint,skill,
Internet and Email,skill,
C C++ C#,skill,
Lua,skill,
Python,skill,
Java,skill,
Unity3D,skill,
Perforce,skill,
Atari BASIC,skill,
console game development,skill,
face recognition,skill,
Lua and Python scripting languages,skill,
Microsoft Xbox 360 the Sony PS3,skill,
Nintendo Wii,skill,
Familiar with industry standard IDEs,skill,
source control,skill,
bug tracking solutions,skill,
Proficient and experienced with Microsoft Visual Studio and Team Foundation Server,skill,
Familiar with interfacing with custom APIs and middleware libraries,skill,
National instruments LabVIEW,skill,
Microsoft Office 2007 2003,skill,
Microsoft SQL Server 2005,skill,
Windows XP 2000 98,skill,
Knowledge of Data acquisition with National instruments hardware and other supporting hardware,skill,
Knowledge of Mobile module,skill,
Knowledge of Vision,skill,
knowledge of DSC Module,skill,
Knowledge of implementing communication protocol like RS 232 RS-232 RS232 485,skill,
virtual reality,skill,
Maintaining server side network code,skill,
Gameplay and ancillary programming on multiple titles including Cruis'n Wii,skill,
Supremacy MMA,skill,
Bellator MMA Onslaught,skill,
Girl Fight,skill,
Spartacus Legends,skill,
Domo,skill,
Jump,skill,
maintain a data driven animation system including synchronizing animations over a network connection,skill,
coordinating  real world visual and other hardware sensor data for a popular theme park attraction,skill,
porting applications between the Windows and Linux operating systems,skill,
general programmer assistance,skill,
Programmed user interface including multiple displays of sports statistics and player rosters,skill,
C C++ C#,skill,
Lua,skill,
Python,skill,
Java,skill,
Unity3D,skill,
Perforce,skill,
knowledge of the Linux environment,skill,
programming for mobile platforms,skill,
Web Development PHP,skill,
Code repositories such as Microsoft Team Foundation Bitbucket and GitHub,skill,
IDEs such as Visual Studio,skill,
Eclipse and Xcode,skill,
C#,skill,
